Equip,Level Requirement,Grade,Stat,Value,Weight,Cube
Pendant,120,Epic,LUK,14,3,Additional
Pendant,120,Epic,Max HP,180,3,Additional
Pendant,120,Epic,Max MP,180,3,Additional
Pendant,120,Epic,Speed,8,3,Additional
Pendant,120,Epic,Jump,8,3,Additional
Pendant,120,Epic,Attack,11,2,Additional
Pendant,120,Epic,Magic Attack,11,2,Additional
Pendant,120,Epic,DEF,120,3,Additional
Pendant,120,Epic,STR %,4,2,Additional
Pendant,120,Epic,DEX %,4,2,Additional
Pendant,120,Epic,INT %,4,2,Additional
Pendant,120,Epic,LUK %,4,2,Additional
Pendant,120,Epic,Max HP %,5,3,Additional
Pendant,120,Epic,Max MP %,5,3,Additional
Pendant,120,Epic,DEF %,4,3,Additional
Pendant,120,Epic,All Stats %,2,2,Additional
Pendant,120,Unique,STR,16,3,Additional
Pendant,120,Unique,DEX,16,3,Additional
Pendant,120,Unique,INT,16,3,Additional
Pendant,120,Unique,LUK,16,3,Additional
Pendant,120,Unique,Max HP,240,3,Additional
Pendant,120,Unique,Max MP,240,3,Additional
Pendant,120,Unique,Attack,12,2,Additional
Pendant,120,Unique,Magic Attack,12,2,Additional
Pendant,120,Unique,DEF,150,3,Additional
Pendant,120,Unique,STR %,5,2,Additional
Pendant,120,Unique,DEX %,5,2,Additional
Pendant,120,Unique,INT %,5,2,Additional
Pendant,120,Unique,LUK %,5,2,Additional
Pendant,120,Unique,Max HP %,7,3,Additional
Pendant,120,Unique,Max MP %,7,3,Additional
Pendant,120,Unique,DEF %,7,3,Additional
Pendant,120,Unique,All Stats %,4,2,Additional
Pendant,120,Unique,STR per 10 character levels,1,2,Additional
Pendant,120,Unique,DEX per 10 character levels,1,2,Additional
Pendant,120,Unique,INT per 10 character levels,1,2,Additional
Pendant,120,Unique,LUK per 10 character levels,1,2,Additional
Pendant,120,Unique,HP Recovery % (on items and skills),20,3,Additional
Pendant,120,Legendary,STR,18,3,Additional
Pendant,120,Legendary,DEX,18,3,Additional
Pendant,120,Legendary,INT,18,3,Additional
Pendant,120,Legendary,LUK,18,3,Additional
Pendant,120,Legendary,Max HP,300,3,Additional
Pendant,120,Legendary,Max MP,300,3,Additional
Pendant,120,Legendary,Attack,14,2,Additional
Pendant,120,Legendary,Magic Attack,14,2,Additional
Pendant,120,Legendary,DEF,200,3,Additional
Pendant,120,Legendary,STR %,7,2,Additional
Pendant,120,Legendary,DEX %,7,2,Additional
Pendant,120,Legendary,INT %,7,2,Additional
Pendant,120,Legendary,LUK %,7,2,Additional
Pendant,120,Legendary,Max HP %,10,3,Additional
Pendant,120,Legendary,Max MP %,10,3,Additional
Pendant,120,Legendary,DEF %,10,3,Additional
Pendant,120,Legendary,All Stats %,5,2,Additional
Pendant,120,Legendary,STR per 10 character levels,2,2,Additional
Pendant,120,Legendary,DEX per 10 character levels,2,2,Additional
Pendant,120,Legendary,INT per 10 character levels,2,2,Additional
Pendant,120,Legendary,LUK per 10 character levels,2,2,Additional
Pendant,120,Legendary,All Skill MP Cost %,10,3,Additional
Pendant,120,Legendary,HP Recovery % (on items and skills),30,3,Additional
Pendant,120,Legendary,Meso Obtained %,5,3,Additional
Pendant,120,Legendary,Item Drop Rate %,5,3,Additional
Heart,100,Normal,STR,6,2,Additional
Heart,100,Normal,DEX,6,2,Additional
Heart,100,Normal,INT,6,2,Additional
Heart,100,Normal,LUK,6,2,Additional
Heart,100,Normal,Max HP,50,3,Additional
Heart,100,Normal,Max MP,50,3,Additional
Heart,100,Normal,Speed,3,3,Additional
Heart,100,Normal,Jump,3,3,Additional
Heart,100,Normal,Attack,2,2,Additional
Heart,100,Normal,Magic Attack,2,2,Additional
Heart,100,Normal,DEF,50,3,Additional
Heart,100,Rare,STR,10,3,Additional
Heart,100,Rare,DEX,10,3,Additional
Heart,100,Rare,INT,10,3,Additional
Heart,100,Rare,LUK,10,3,Additional
Heart,100,Rare,Max HP,100,3,Additional
Heart,100,Rare,Max MP,100,3,Additional
Heart,100,Rare,Speed,5,3,Additional
Heart,100,Rare,Jump,5,3,Additional
Heart,100,Rare,Attack,10,2,Additional
Heart,100,Rare,Magic Attack,10,2,Additional
Heart,100,Rare,DEF,100,3,Additional
Heart,100,Rare,STR %,2,2,Additional
Heart,100,Rare,DEX %,2,2,Additional
Heart,100,Rare,INT %,2,2,Additional
Heart,100,Rare,LUK %,2,2,Additional
Heart,100,Rare,Max HP %,2,2,Additional
Heart,100,Rare,Max MP %,2,2,Additional
Heart,100,Rare,DEF %,2,2,Additional
Heart,100,Rare,All Stats,3,2,Additional
Heart,100,Epic,STR,14,3,Additional
Heart,100,Epic,DEX,14,3,Additional
Heart,100,Epic,INT,14,3,Additional
Heart,100,Epic,LUK,14,3,Additional
Heart,100,Epic,Max HP,150,3,Additional
Heart,100,Epic,Max MP,150,3,Additional
Heart,100,Epic,Speed,6,3,Additional
Heart,100,Epic,Jump,6,3,Additional
Heart,100,Epic,Attack,11,2,Additional
Heart,100,Epic,Magic Attack,11,2,Additional
Heart,100,Epic,DEF,120,3,Additional
Heart,100,Epic,STR %,4,2,Additional
Heart,100,Epic,DEX %,4,2,Additional
Heart,100,Epic,INT %,4,2,Additional
Heart,100,Epic,LUK %,4,2,Additional
Heart,100,Epic,Max HP %,5,3,Additional
Heart,100,Epic,Max MP %,5,3,Additional
Heart,100,Epic,DEF %,4,3,Additional
Heart,100,Epic,All Stats %,2,2,Additional
Heart,100,Unique,STR,16,3,Additional
Heart,100,Unique,DEX,16,3,Additional
Heart,100,Unique,INT,16,3,Additional
Heart,100,Unique,LUK,16,3,Additional
Heart,100,Unique,Max HP,200,3,Additional
Heart,100,Unique,Max MP,200,3,Additional
Heart,100,Unique,Attack,12,2,Additional
Heart,100,Unique,Magic Attack,12,2,Additional
Heart,100,Unique,DEF,150,3,Additional
Heart,100,Unique,STR %,5,2,Additional
Heart,100,Unique,DEX %,5,2,Additional
Heart,100,Unique,INT %,5,2,Additional
Heart,100,Unique,LUK %,5,2,Additional
Heart,100,Unique,Max HP %,7,3,Additional
Heart,100,Unique,Max MP %,7,3,Additional
Heart,100,Unique,DEF %,7,3,Additional
Heart,100,Unique,All Stats %,4,2,Additional
Heart,100,Unique,STR per 10 character levels,1,2,Additional
Heart,100,Unique,DEX per 10 character levels,1,2,Additional
Heart,100,Unique,INT per 10 character levels,1,2,Additional
Heart,100,Unique,LUK per 10 character levels,1,2,Additional
Heart,100,Unique,HP Recovery % (on items and skills),20,3,Additional
Heart,100,Legendary,STR,18,3,Additional
Heart,100,Legendary,DEX,18,3,Additional
Heart,100,Legendary,INT,18,3,Additional
Heart,100,Legendary,LUK,18,3,Additional
Heart,100,Legendary,Max HP,250,3,Additional
Heart,100,Legendary,Max MP,250,3,Additional
Heart,100,Legendary,Attack,14,2,Additional
Heart,100,Legendary,Magic Attack,14,2,Additional
Heart,100,Legendary,DEF,200,3,Additional
Heart,100,Legendary,STR %,7,2,Additional
Heart,100,Legendary,DEX %,7,2,Additional
Heart,100,Legendary,INT %,7,2,Additional
Heart,100,Legendary,LUK %,7,2,Additional
Heart,100,Legendary,Max HP %,10,3,Additional
Heart,100,Legendary,Max MP %,10,3,Additional
Heart,100,Legendary,DEF %,10,3,Additional
Heart,100,Legendary,All Stats %,5,2,Additional
Heart,100,Legendary,STR per 10 character levels,2,2,Additional
Heart,100,Legendary,DEX per 10 character levels,2,2,Additional
Heart,100,Legendary,INT per 10 character levels,2,2,Additional
Heart,100,Legendary,LUK per 10 character levels,2,2,Additional
Heart,100,Legendary,HP Recovery % (on items and skills),30,3,Additional
Heart,100,Legendary,Meso Obtained %,5,3,Additional
Heart,100,Legendary,Item Drop Rate %,5,3,Additional
Weapon,120,Normal,STR,6,2,Suspicious
Weapon,120,Normal,DEX,6,2,Suspicious
Weapon,120,Normal,INT,6,2,Suspicious
Weapon,120,Normal,LUK,6,2,Suspicious
Weapon,120,Normal,Max HP,60,3,Suspicious
Weapon,120,Normal,Max MP,60,3,Suspicious
Weapon,120,Normal,Attack,6,1,Suspicious
Weapon,120,Normal,Magic Attack,6,1,Suspicious
Weapon,120,Rare,STR,12,2,Suspicious
Weapon,120,Rare,DEX,12,2,Suspicious
Weapon,120,Rare,INT,12,2,Suspicious
Weapon,120,Rare,LUK,12,2,Suspicious
Weapon,120,Rare,Max HP,120,3,Suspicious
Weapon,120,Rare,Max MP,120,3,Suspicious
Weapon,120,Rare,Attack,12,2,Suspicious
Weapon,120,Rare,Magic Attack,12,2,Suspicious
Weapon,120,Rare,STR %,3,2,Suspicious
Weapon,120,Rare,DEX %,3,2,Suspicious
Weapon,120,Rare,INT %,3,2,Suspicious
Weapon,120,Rare,LUK %,3,2,Suspicious
Weapon,120,Rare,ATT %,3,1,Suspicious
Weapon,120,Rare,Magic ATT %,3,1,Suspicious
Weapon,120,Rare,Critical Rate %,4,1,Suspicious
Weapon,120,Rare,Damage %,3,1,Suspicious
Weapon,120,Rare,All Stats,5,2,Suspicious
Weapon,120,Rare,3% chance to recover 32 HP on attack,1,3,Suspicious
Weapon,120,Rare,3% chance to recover 32 MP on attack,1,3,Suspicious
Weapon,120,Rare,10% chance to apply Lv 6 Poison on attack,1,3,Suspicious
Weapon,120,Rare,5% chance to apply Lv 2 Stun on attack,1,3,Suspicious
Weapon,120,Rare,10% chance to apply Lv 2 Slow on attack,1,3,Suspicious
Weapon,120,Rare,10% chance to apply Lv 3 Darkness on attack,1,3,Suspicious
Weapon,120,Rare,5% chance to apply Lv 2 Freeze on attack,1,3,Suspicious
Weapon,120,Rare,5% chance to apply Lv 2 Seal on attack,1,3,Suspicious
Weapon,120,Rare,Ignore Enemy DEF %,15,1,Suspicious
Weapon,120,Epic,STR %,6,2,Suspicious
Weapon,120,Epic,DEX %,6,2,Suspicious
Weapon,120,Epic,INT %,6,2,Suspicious
Weapon,120,Epic,LUK %,6,2,Suspicious
Weapon,120,Epic,Max HP %,6,3,Suspicious
Weapon,120,Epic,Max MP %,6,3,Suspicious
Weapon,120,Epic,ATT %,6,1,Suspicious
Weapon,120,Epic,Magic ATT %,6,1,Suspicious
Weapon,120,Epic,Critical Rate %,8,1,Suspicious
Weapon,120,Epic,Damage %,6,1,Suspicious
Weapon,120,Epic,All Stats %,3,1,Suspicious
Weapon,120,Epic,3% chance of recovering 53 HP on attack,1,3,Suspicious
Weapon,120,Epic,3% chance of recovering 53 MP on attack,1,3,Suspicious
Weapon,120,Epic,Ignore Enemy DEF %,15,1,Suspicious
Emblem,100,Normal,STR,6,2,Suspicious
Emblem,100,Normal,DEX,6,2,Suspicious
Emblem,100,Normal,INT,6,2,Suspicious
Emblem,100,Normal,LUK,6,2,Suspicious
Emblem,100,Normal,Max HP,50,3,Suspicious
Emblem,100,Normal,Max MP,50,3,Suspicious
Emblem,100,Normal,Attack,6,1,Suspicious
Emblem,100,Normal,Magic Attack,6,1,Suspicious
Emblem,100,Rare,STR,12,2,Suspicious
Emblem,100,Rare,DEX,12,2,Suspicious
Emblem,100,Rare,INT,12,2,Suspicious
Emblem,100,Rare,LUK,12,2,Suspicious
Emblem,100,Rare,Max HP,100,3,Suspicious
Emblem,100,Rare,Max MP,100,3,Suspicious
Emblem,100,Rare,Attack,12,2,Suspicious
Emblem,100,Rare,Magic Attack,12,2,Suspicious
Emblem,100,Rare,STR %,3,2,Suspicious
Emblem,100,Rare,DEX %,3,2,Suspicious
Emblem,100,Rare,INT %,3,2,Suspicious
Emblem,100,Rare,LUK %,3,2,Suspicious
Emblem,100,Rare,ATT %,3,1,Suspicious
Emblem,100,Rare,Magic ATT %,3,1,Suspicious
Emblem,100,Rare,Critical Rate %,4,1,Suspicious
Emblem,100,Rare,Damage %,3,1,Suspicious
Emblem,100,Rare,All Stats,5,2,Suspicious
Emblem,100,Rare,3% chance to recover 28 HP on attack,1,3,Suspicious
Emblem,100,Rare,3% chance to recover 28 MP on attack,1,3,Suspicious
Emblem,100,Rare,10% chance to apply Lv 5 Poison on attack,1,3,Suspicious
Emblem,100,Rare,5% chance to apply Lv 2 Stun on attack,1,3,Suspicious
Emblem,100,Rare,10% chance to apply Lv 2 Slow on attack,1,3,Suspicious
Emblem,100,Rare,10% chance to apply Lv 2 Darkness on attack,1,3,Suspicious
Emblem,100,Rare,5% chance to apply Lv 2 Freeze on attack,1,3,Suspicious
Emblem,100,Rare,5% chance to apply Lv 2 Seal on attack,1,3,Suspicious
Emblem,100,Rare,Ignore Enemy DEF %,15,1,Suspicious
Emblem,100,Epic,STR %,6,2,Suspicious
Emblem,100,Epic,DEX %,6,2,Suspicious
Emblem,100,Epic,INT %,6,2,Suspicious
Emblem,100,Epic,LUK %,6,2,Suspicious
Emblem,100,Epic,Max HP %,6,3,Suspicious
Emblem,100,Epic,Max MP %,6,3,Suspicious
Emblem,100,Epic,ATT %,6,1,Suspicious
Emblem,100,Epic,Magic ATT %,6,1,Suspicious
Emblem,100,Epic,Critical Rate %,8,1,Suspicious
Emblem,100,Epic,Damage %,6,1,Suspicious
Emblem,100,Epic,All Stats %,3,1,Suspicious
Emblem,100,Epic,3% chance of recovering 47 HP on attack,1,3,Suspicious
Emblem,100,Epic,3% chance of recovering 47 MP on attack,1,3,Suspicious
Emblem,100,Epic,Ignore Enemy DEF %,15,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Normal,STR,6,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Normal,DEX,6,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Normal,INT,6,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Normal,LUK,6,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Normal,Max HP,50,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Normal,Max MP,50,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Normal,Attack,6,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Normal,Magic Attack,6,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,STR,12,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,DEX,12,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,INT,12,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,LUK,12,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,Max HP,100,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,Max MP,100,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,Attack,12,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,Magic Attack,12,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,STR %,3,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,DEX %,3,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,INT %,3,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,LUK %,3,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,ATT %,3,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,Magic ATT %,3,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,Critical Rate %,4,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,Damage %,3,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,All Stats,5,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,3% chance to recover 28 HP on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,3% chance to recover 28 MP on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,10% chance to apply Lv 5 Poison on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,5% chance to apply Lv 2 Stun on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,10% chance to apply Lv 2 Slow on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,10% chance to apply Lv 2 Darkness on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,5% chance to apply Lv 2 Freeze on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,5% chance to apply Lv 2 Seal on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Rare,Ignore Enemy DEF %,15,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,STR %,6,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,DEX %,6,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,INT %,6,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,LUK %,6,2,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,Max HP %,6,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,Max MP %,6,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,ATT %,6,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,Magic ATT %,6,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,Critical Rate %,8,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,Damage %,6,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,All Stats %,3,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,3% chance of recovering 47 HP on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,3% chance of recovering 47 MP on attack,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,Ignore Enemy DEF %,15,1,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,20% chance to ignore 21 damage when attacked,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,20% chance to ignore 32 damage when attacked,1,3,Suspicious
Secondary (except Force Shield/Soul Ring/Shield),100,Epic,30% chance to ignore 43 damage when attacked,1,3,Suspicious
Force Shield/Soul Ring,100,Normal,STR,6,2,Suspicious
Force Shield/Soul Ring,100,Normal,DEX,6,2,Suspicious
Force Shield/Soul Ring,100,Normal,INT,6,2,Suspicious
Force Shield/Soul Ring,100,Normal,LUK,6,2,Suspicious
Force Shield/Soul Ring,100,Normal,Max HP,50,3,Suspicious
Force Shield/Soul Ring,100,Normal,Attack,6,1,Suspicious
Force Shield/Soul Ring,100,Normal,Magic Attack,6,1,Suspicious
Force Shield/Soul Ring,100,Rare,STR,12,2,Suspicious
Force Shield/Soul Ring,100,Rare,DEX,12,2,Suspicious
Force Shield/Soul Ring,100,Rare,INT,12,2,Suspicious
Force Shield/Soul Ring,100,Rare,LUK,12,2,Suspicious
Force Shield/Soul Ring,100,Rare,Max HP,100,3,Suspicious
Force Shield/Soul Ring,100,Rare,Attack,12,2,Suspicious
Force Shield/Soul Ring,100,Rare,Magic Attack,12,2,Suspicious
Force Shield/Soul Ring,100,Rare,STR %,3,2,Suspicious
Force Shield/Soul Ring,100,Rare,DEX %,3,2,Suspicious
Force Shield/Soul Ring,100,Rare,INT %,3,2,Suspicious
Force Shield/Soul Ring,100,Rare,LUK %,3,2,Suspicious
Force Shield/Soul Ring,100,Rare,ATT %,3,1,Suspicious
Force Shield/Soul Ring,100,Rare,Magic ATT %,3,1,Suspicious
Force Shield/Soul Ring,100,Rare,Critical Rate %,4,1,Suspicious
Force Shield/Soul Ring,100,Rare,Damage %,3,1,Suspicious
Force Shield/Soul Ring,100,Rare,All Stats,5,2,Suspicious
Force Shield/Soul Ring,100,Rare,3% chance to recover 28 HP on attack,1,3,Suspicious
Force Shield/Soul Ring,100,Rare,10% chance to apply Lv 5 Poison on attack,1,3,Suspicious
Force Shield/Soul Ring,100,Rare,5% chance to apply Lv 2 Stun on attack,1,3,Suspicious
Force Shield/Soul Ring,100,Rare,10% chance to apply Lv 2 Slow on attack,1,3,Suspicious
Force Shield/Soul Ring,100,Rare,10% chance to apply Lv 2 Darkness on attack,1,3,Suspicious
Force Shield/Soul Ring,100,Rare,5% chance to apply Lv 2 Freeze on attack,1,3,Suspicious
Force Shield/Soul Ring,100,Rare,5% chance to apply Lv 2 Seal on attack,1,3,Suspicious
Force Shield/Soul Ring,100,Rare,Ignore Enemy DEF %,15,1,Suspicious
Force Shield/Soul Ring,100,Epic,STR %,6,2,Suspicious
Force Shield/Soul Ring,100,Epic,DEX %,6,2,Suspicious
Force Shield/Soul Ring,100,Epic,INT %,6,2,Suspicious
Force Shield/Soul Ring,100,Epic,LUK %,6,2,Suspicious
Force Shield/Soul Ring,100,Epic,Max HP %,6,3,Suspicious
Force Shield/Soul Ring,100,Epic,ATT %,6,1,Suspicious
Force Shield/Soul Ring,100,Epic,Magic ATT %,6,1,Suspicious
Force Shield/Soul Ring,100,Epic,Critical Rate %,8,1,Suspicious
Force Shield/Soul Ring,100,Epic,Damage %,6,1,Suspicious
Force Shield/Soul Ring,100,Epic,All Stats %,3,1,Suspicious
Force Shield/Soul Ring,100,Epic,3% chance of recovering 47 HP on attack,1,3,Suspicious
Force Shield/Soul Ring,100,Epic,Ignore Enemy DEF %,15,1,Suspicious
Force Shield/Soul Ring,100,Epic,20% chance to ignore 21 damage when attacked,1,3,Suspicious
Force Shield/Soul Ring,100,Epic,20% chance to ignore 32 damage when attacked,1,3,Suspicious
Force Shield/Soul Ring,100,Epic,30% chance to ignore 43 damage when attacked,1,3,Suspicious
Shield,120,Normal,STR,6,2,Suspicious
Shield,120,Normal,DEX,6,2,Suspicious
Shield,120,Normal,INT,6,2,Suspicious
Shield,120,Normal,LUK,6,2,Suspicious
Shield,120,Normal,Max HP,60,3,Suspicious
Shield,120,Normal,Max MP,60,3,Suspicious
Shield,120,Normal,Attack,6,1,Suspicious
Shield,120,Normal,Magic Attack,6,1,Suspicious
Shield,120,Rare,STR,12,2,Suspicious
Shield,120,Rare,DEX,12,2,Suspicious
Shield,120,Rare,INT,12,2,Suspicious
Shield,120,Rare,LUK,12,2,Suspicious
Shield,120,Rare,Max HP,120,3,Suspicious
Shield,120,Rare,Max MP,120,3,Suspicious
Shield,120,Rare,Attack,12,2,Suspicious
Shield,120,Rare,Magic Attack,12,2,Suspicious
Shield,120,Rare,STR %,3,2,Suspicious
Shield,120,Rare,DEX %,3,2,Suspicious
Shield,120,Rare,INT %,3,2,Suspicious
Shield,120,Rare,LUK %,3,2,Suspicious
Shield,120,Rare,ATT %,3,1,Suspicious
Shield,120,Rare,Magic ATT %,3,1,Suspicious
Shield,120,Rare,Critical Rate %,4,1,Suspicious
Shield,120,Rare,Damage %,3,1,Suspicious
Shield,120,Rare,All Stats,5,2,Suspicious
Shield,120,Rare,3% chance to recover 32 HP on attack,1,3,Suspicious
Shield,120,Rare,3% chance to recover 32 MP on attack,1,3,Suspicious
Shield,120,Rare,10% chance to apply Lv 6 Poison on attack,1,3,Suspicious
Shield,120,Rare,5% chance to apply Lv 2 Stun on attack,1,3,Suspicious
Shield,120,Rare,10% chance to apply Lv 2 Slow on attack,1,3,Suspicious
Shield,120,Rare,10% chance to apply Lv 3 Darkness on attack,1,3,Suspicious
Shield,120,Rare,5% chance to apply Lv 2 Freeze on attack,1,3,Suspicious
Shield,120,Rare,5% chance to apply Lv 2 Seal on attack,1,3,Suspicious
Shield,120,Rare,Ignore Enemy DEF %,15,1,Suspicious
Shield,120,Epic,STR %,6,2,Suspicious
Shield,120,Epic,DEX %,6,2,Suspicious
Shield,120,Epic,INT %,6,2,Suspicious
Shield,120,Epic,LUK %,6,2,Suspicious
Shield,120,Epic,Max HP %,6,3,Suspicious
Shield,120,Epic,Max MP %,6,3,Suspicious
Shield,120,Epic,ATT %,6,1,Suspicious
Shield,120,Epic,Magic ATT %,6,1,Suspicious
Shield,120,Epic,Critical Rate %,8,1,Suspicious
Shield,120,Epic,Damage %,6,1,Suspicious
Shield,120,Epic,All Stats %,3,1,Suspicious
Shield,120,Epic,3% chance of recovering 53 HP on attack,1,3,Suspicious
Shield,120,Epic,3% chance of recovering 53 MP on attack,1,3,Suspicious
Shield,120,Epic,Ignore Enemy DEF %,15,1,Suspicious
Shield,120,Epic,20% chance to ignore 25 damage when attacked,1,3,Suspicious
Shield,120,Epic,20% chance to ignore 38 damage when attacked,1,3,Suspicious
Shield,120,Epic,30% chance to ignore 51 damage when attacked,1,3,Suspicious
Helmet,120,Normal,STR,6,2,Suspicious
Helmet,120,Normal,DEX,6,2,Suspicious
Helmet,120,Normal,INT,6,2,Suspicious
Helmet,120,Normal,LUK,6,2,Suspicious
Helmet,120,Normal,Max HP,60,3,Suspicious
Helmet,120,Normal,Max MP,60,3,Suspicious
Helmet,120,Normal,DEF,60,3,Suspicious
Helmet,120,Normal,10% chance to become Angry for 10 sec when attacked,1,3,Suspicious
Helmet,120,Normal,10% chance to become Happy for 10 sec when attacked,1,3,Suspicious
Helmet,120,Normal,10% chance to become In Love for 10 sec when attacked,1,3,Suspicious
Helmet,120,Normal,10% chance to become Enraged for 10 sec when attacked,1,3,Suspicious
Helmet,120,Normal,10% chance to become Touched for 10 sec when attacked,1,3,Suspicious
Helmet,120,Rare,STR,12,2,Suspicious
Helmet,120,Rare,DEX,12,2,Suspicious
Helmet,120,Rare,INT,12,2,Suspicious
Helmet,120,Rare,LUK,12,2,Suspicious
Helmet,120,Rare,Max HP,120,3,Suspicious
Helmet,120,Rare,Max MP,120,3,Suspicious
Helmet,120,Rare,DEF,120,3,Suspicious
Helmet,120,Rare,STR %,3,2,Suspicious
Helmet,120,Rare,DEX %,3,2,Suspicious
Helmet,120,Rare,INT %,3,2,Suspicious
Helmet,120,Rare,LUK %,3,2,Suspicious
Helmet,120,Rare,Max HP %,3,3,Suspicious
Helmet,120,Rare,Max MP %,3,3,Suspicious
Helmet,120,Rare,DEF %,3,3,Suspicious
Helmet,120,Rare,All Stats,5,2,Suspicious
Helmet,120,Epic,STR %,6,2,Suspicious
Helmet,120,Epic,DEX %,6,2,Suspicious
Helmet,120,Epic,INT %,6,2,Suspicious
Helmet,120,Epic,LUK %,6,2,Suspicious
Helmet,120,Epic,Max HP %,6,3,Suspicious
Helmet,120,Epic,Max MP %,6,3,Suspicious
Helmet,120,Epic,DEF %,6,3,Suspicious
Helmet,120,Epic,All Stats %,3,1,Suspicious
Helmet,120,Epic,20% chance to ignore 25 damage when attacked,1,3,Suspicious
Helmet,120,Epic,20% chance to ignore 38 damage when attacked,1,3,Suspicious
Helmet,120,Epic,30% chance to ignore 51 damage when attacked,1,3,Suspicious
Top,120,Normal,STR,6,2,Suspicious
Top,120,Normal,DEX,6,2,Suspicious
Top,120,Normal,INT,6,2,Suspicious
Top,120,Normal,LUK,6,2,Suspicious
Top,120,Normal,Max HP,60,3,Suspicious
Top,120,Normal,Max MP,60,3,Suspicious
Top,120,Normal,DEF,60,3,Suspicious
Top,120,Rare,STR,12,2,Suspicious
Top,120,Rare,DEX,12,2,Suspicious
Top,120,Rare,INT,12,2,Suspicious
Top,120,Rare,LUK,12,2,Suspicious
Top,120,Rare,Max HP,120,3,Suspicious
Top,120,Rare,Max MP,120,3,Suspicious
Top,120,Rare,DEF,120,3,Suspicious
Top,120,Rare,STR %,3,2,Suspicious
Top,120,Rare,DEX %,3,2,Suspicious
Top,120,Rare,INT %,3,2,Suspicious
Top,120,Rare,LUK %,3,2,Suspicious
Top,120,Rare,Max HP %,3,3,Suspicious
Top,120,Rare,Max MP %,3,3,Suspicious
Top,120,Rare,DEF %,3,3,Suspicious
Top,120,Rare,All Stats,5,2,Suspicious
Top,120,Epic,STR %,6,2,Suspicious
Top,120,Epic,DEX %,6,2,Suspicious
Top,120,Epic,INT %,6,2,Suspicious
